condition,roi,prepost_diff,sub
control,ENT,0.046280550063588666,0123173
control,ENT,-0.07345075630727949,0124171
control,ENT,-0.04244781322922242,0125171
control,ENT,-0.03443698237026993,0125172
control,ENT,-0.19955292746313202,1121161
control,ENT,0.012996141993359522,1130161
control,ENT,0.0010215097283363672,1202161
control,ENT,-0.06730950068555863,1203161
control,ENT,0.08523889750921321,1206161
control,ENT,-0.021220220533005874,1206162
control,ENT,0.001783866447734539,1206163
control,ENT,-0.07267027685460925,1207162
difference,ENT,-0.03391849658800994,0110171
difference,ENT,-0.07589591663348128,0110172
difference,ENT,0.039808464118691544,0111171
difference,ENT,0.032348108300814915,0112171
difference,ENT,-0.05874597508980839,0112172
difference,ENT,-0.01741814159298527,0112173
difference,ENT,0.07991950978783591,0113171
difference,ENT,-0.04383912679938928,0115174
difference,ENT,-0.0647539073954585,0117171
difference,ENT,0.05228955867218177,0118171
difference,ENT,-0.02253922455366797,0118172
difference,ENT,-0.01983564627997403,0119171
difference,ENT,0.10527308963542081,0119172
difference,ENT,-0.09471415532748573,0119173
difference,ENT,0.04597668515933945,0119174
difference,ENT,-0.13689352011531508,0120171
difference,ENT,-0.000814011897701028,0120172
difference,ENT,-0.08697661553827785,0120173
difference,ENT,-0.1835012974667365,0123171
difference,ENT,-0.11056503281391505,0123173
difference,ENT,0.013797432241818175,0124171
difference,ENT,0.04378969223842444,0125171
difference,ENT,0.08456735112378078,0125172
difference,ENT,0.2239156147741601,1121161
difference,ENT,-0.002194111595065551,1130161
difference,ENT,-0.0037697488503258825,1202161
difference,ENT,0.11570002929109346,1203161
difference,ENT,-0.1068041368092415,1206161
difference,ENT,0.08926945753509374,1206162
difference,ENT,0.1073697790800695,1206163
difference,ENT,0.13319116285627108,1207162
trained,HC,-0.1363456400658185,0110171
trained,HC,-0.24205159484046956,0110172
trained,HC,0.017315002514378564,0111171
trained,HC,-0.06888458707064438,0112171
trained,HC,-0.011614579017752202,0112172
trained,HC,-0.032144075832588825,0112173
trained,HC,0.06101059510147655,0113171
trained,HC,0.005040864007358259,0115174
trained,HC,-0.017456071767438353,0117171
trained,HC,-0.04253186469821746,0118171
trained,HC,0.02284858305467763,0118172
trained,HC,-0.058439558394762336,0119171
trained,HC,0.0040938741644228616,0119172
trained,HC,0.04409883150727312,0119173
trained,HC,0.03420423839222553,0119174
trained,HC,0.04609629534651605,0120171
trained,HC,0.021216417013252387,0120172
trained,HC,-0.01165220109500864,0120173
trained,HC,-0.007217120295079704,0123171
trained,HC,-0.09357342199896435,0123173
trained,HC,-0.10225291251541702,0124171
trained,HC,0.03736258462151271,0125171
trained,HC,0.003752628290816018,0125172
trained,HC,-0.08410043201791773,1121161
trained,HC,-0.031570876199051634,1130161
trained,HC,-0.3010119443968603,1202161
trained,HC,-0.044597223409518216,1203161
trained,HC,-0.047716150654512623,1206161
trained,HC,0.04632659129368477,1206162
trained,HC,-0.008354171423204937,1206163
trained,HC,-0.007964052290768242,1207162
control,HC,-0.06408371880257346,0110171
control,HC,-0.1158214954058493,0110172
control,HC,0.009088656139994877,0111171
control,HC,-0.05698661438879493,0112171
control,HC,0.039761808251288056,0112172
control,HC,0.01317411450453021,0112173
control,HC,-0.026203203892578575,0113171
control,HC,-0.018766383587170532,0115174
control,HC,-0.006324663302257116,0117171
control,HC,-0.012664611245346569,0118171
control,HC,-0.036120573206998685,0118172
control,HC,-0.0076108837235706606,0119171
control,HC,-0.3030975101254203,0119172
control,HC,0.04194967722760534,0119173
control,HC,0.01976147754225588,0119174
control,HC,-0.059624874261555494,0120171
control,HC,0.1298334498533784,0120172
control,HC,0.01391824363890204,0120173
control,HC,-0.02401218813625383,0123171
control,HC,-0.13796445555214176,0123173
control,HC,-0.08255280458605496,0124171
control,HC,0.015200059510908692,0125171
control,HC,0.017032593488370606,0125172
control,HC,-0.015520189281884034,1121161
control,HC,-0.14183320541006295,1130161
control,HC,-0.01657355630541646,1202161
control,HC,-0.061745712186078716,1203161
control,HC,0.008867235209838342,1206161
control,HC,-0.02300801282059084,1206162
control,HC,0.036095656539979815,1206163
control,HC,-0.003954725416482119,1207162
difference,HC,-0.07226192126324504,0110171
difference,HC,-0.12623009943462027,0110172
difference,HC,0.008226346374383686,0111171
difference,HC,-0.011897972681849445,0112171
difference,HC,-0.05137638726904026,0112172
difference,HC,-0.045318190337119035,0112173
difference,HC,0.08721379899405513,0113171
difference,HC,0.02380724759452879,0115174
difference,HC,-0.011131408465181236,0117171
difference,HC,-0.02986725345287089,0118171
difference,HC,0.058969156261676314,0118172
difference,HC,-0.050828674671191676,0119171
difference,HC,0.30719138428984316,0119172
difference,HC,0.0021491542796677754,0119173
difference,HC,0.01444276084996965,0119174
difference,HC,0.10572116960807154,0120171
difference,HC,-0.10861703284012603,0120172
difference,HC,-0.02557044473391068,0120173
difference,HC,0.016795067841174127,0123171
difference,HC,0.04439103355317742,0123173
difference,HC,-0.019700107929362054,0124171
difference,HC,0.022162525110604014,0125171
difference,HC,-0.013279965197554588,0125172
difference,HC,-0.06858024273603369,1121161
difference,HC,0.11026232921101131,1130161
difference,HC,-0.28443838809144384,1202161
difference,HC,0.0171484887765605,1203161
difference,HC,-0.056583385864350966,1206161
difference,HC,0.06933460411427561,1206162
difference,HC,-0.04444982796318475,1206163
difference,HC,-0.004009326874286123,1207162
